"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.7,2.15,0.1,1.602,-0.404838553020727
0.7,2.15,0.1,1.605,-0.408935382647619
0.7,2.15,0.1,1.608,-0.413090764335719
0.7,2.15,0.1,1.611,-0.417305446623839
0.7,2.15,0.1,1.614,-0.421580190235308
0.7,2.15,0.1,1.617,-0.425915768269334
0.7,2.15,0.1,1.62,-0.430312966395226
0.7,2.15,0.1,1.623,-0.434772583049508
0.7,2.15,0.1,1.626,-0.439295429635926
0.7,2.15,0.1,1.629,-0.443882330728413
0.7,2.15,0.1,1.632,-0.448534124276967
0.7,2.15,0.1,1.635,-0.453251661816527
0.7,2.15,0.1,1.638,-0.458035808678834
0.7,2.15,0.1,1.641,-0.462887444207275
0.7,2.15,0.1,1.644,-0.467807461974794
0.7,2.15,0.1,1.647,-0.472796770004789
0.7,2.15,0.1,1.65,-0.477856290995082
0.7,2.15,0.1,1.653,-0.48298696254496
0.7,2.15,0.1,1.656,-0.488189737385254
0.7,2.15,0.1,1.659,-0.49346558361152
0.7,2.15,0.1,1.662,-0.498815484920285
0.7,2.15,0.1,1.665,-0.504240440848381
0.7,2.15,0.1,1.668,-0.509741467015358
0.7,2.15,0.1,1.671,-0.515319595368988
0.7,2.15,0.1,1.674,-0.52097587443382
0.7,2.15,0.1,1.677,-0.526711369562832
0.7,2.15,0.1,1.68,-0.532527163192123
0.7,2.15,0.1,1.683,-0.538424355098637
0.7,2.15,0.1,1.686,-0.544404062660936
0.7,2.15,0.1,1.689,-0.550467421122953
0.7,2.15,0.1,1.692,-0.556615583860731
0.7,2.15,0.1,1.695,-0.562849722652103
0.7,2.15,0.1,1.698,-0.569171027949307
0.7,2.15,0.1,1.701,-0.575580709154439
0.7,2.15,0.1,1.704,-0.582079994897774
0.7,2.15,0.1,1.707,-0.588670133318852
0.7,2.15,0.1,1.71,-0.595352392350299
0.7,2.15,0.1,1.713,-0.602128060004323
0.7,2.15,0.1,1.716,-0.608998444661808
0.7,2.15,0.1,1.719,-0.615964875363951
0.7,2.15,0.1,1.722,-0.623028702106356
0.7,2.15,0.1,1.725,-0.630191296135496
0.7,2.15,0.1,1.728,-0.637454050247457
0.7,2.15,0.1,1.731,-0.644818379088865
0.7,2.15,0.1,1.734,-0.652285719459892
0.7,2.15,0.1,1.737,-0.659857530619194
0.7,2.15,0.1,1.74,-0.667535294590712
0.7,2.15,0.1,1.743,-0.675320516472158
0.7,2.15,0.1,1.746,-0.683214724745053
0.7,2.15,0.1,1.749,-0.691219471586149
0.7,2.15,0.1,1.752,-0.699336333180131
0.7,2.15,0.1,1.755,-0.707566910033321
0.7,2.15,0.1,1.758,-0.715912827288286
0.7,2.15,0.1,1.761,-0.724375735039121
0.7,2.15,0.1,1.764,-0.732957308647153
0.7,2.15,0.1,1.767,-0.741659249056915
0.7,2.15,0.1,1.77,-0.750483283112083
0.7,2.15,0.1,1.773,-0.759431163871138
0.7,2.15,0.1,1.776,-0.768504670922531
0.7,2.15,0.1,1.779,-0.777705610698973
0.7,2.15,0.1,1.782,-0.787035816790616
0.7,2.15,0.1,1.785,-0.796497150256786
0.7,2.15,0.1,1.788,-0.806091499935907
0.7,2.15,0.1,1.791,-0.815820782753278
0.7,2.15,0.1,1.794,-0.82568694402632
0.7,2.15,0.1,1.797,-0.835691957766869
0.7,2.15,0.1,1.8,-0.845837826980135
0.7,2.15,0.1,1.803,-0.856126583959827
0.7,2.15,0.1,1.806,-0.866560290579006
0.7,2.15,0.1,1.809,-0.877141038576196
0.7,2.15,0.1,1.812,-0.88787094983615
0.7,2.15,0.1,1.815,-0.898752176664801
0.7,2.15,0.1,1.818,-0.909786902057804
0.7,2.15,0.1,1.821,-0.920977339962009
0.7,2.15,0.1,1.824,-0.932325735529308
0.7,2.15,0.1,1.827,-0.943834365362127
0.7,2.15,0.1,1.83,-0.955505537749883
0.7,2.15,0.1,1.833,-0.967341592895657
0.7,2.15,0.1,1.836,-0.979344903132333
0.7,2.15,0.1,1.839,-0.991517873127353
0.7,2.15,0.1,1.842,-1.00386294007528
0.7,2.15,0.1,1.845,-1.01638257387725
0.7,2.15,0.1,1.848,-1.02907927730637
0.7,2.15,0.1,1.851,-1.04195558615813
0.7,2.15,0.1,1.854,-1.05501406938474
0.7,2.15,0.1,1.857,-1.06825732921239
0.7,2.15,0.1,1.86,-1.08168800124028
0.7,2.15,0.1,1.863,-1.0953087545202
0.7,2.15,0.1,1.866,-1.10912229161558
0.7,2.15,0.1,1.869,-1.12313134863853
0.7,2.15,0.1,1.872,-1.13733869526372
0.7,2.15,0.1,1.875,-1.15174713471762
0.7,2.15,0.1,1.878,-1.16635950374156
0.7,2.15,0.1,1.881,-1.18117867252737
0.7,2.15,0.1,1.884,-1.1962075446236
0.7,2.15,0.1,1.887,-1.21144905681109
0.7,2.15,0.1,1.89,-1.22690617894583
0.7,2.15,0.1,1.893,-1.24258191376757
0.7,2.15,0.1,1.896,-1.25847929667207
0.7,2.15,0.1,1.899,-1.27460139544531
0.7,2.15,0.1,1.902,-1.29095130995735
0.7,2.15,0.1,1.905,-1.30753217181397
0.7,2.15,0.1,1.908,-1.3243471439637
0.7,2.15,0.1,1.911,-1.34139942025814
0.7,2.15,0.1,1.914,-1.35869222496298
0.7,2.15,0.1,1.917,-1.37622881221749
0.7,2.15,0.1,1.92,-1.39401246543967
0.7,2.15,0.1,1.923,-1.41204649667457
0.7,2.15,0.1,1.926,-1.43033424588298
0.7,2.15,0.1,1.929,-1.4488790801675
0.7,2.15,0.1,1.932,-1.46768439293318
0.7,2.15,0.1,1.935,-1.48675360297947
0.7,2.15,0.1,1.938,-1.50609015352044
0.7,2.15,0.1,1.941,-1.52569751112974
0.7,2.15,0.1,1.944,-1.54557916460707
0.7,2.15,0.1,1.947,-1.56573862376244
0.7,2.15,0.1,1.95,-1.58617941811457
0.7,2.15,0.1,1.953,-1.6069050954996
0.7,2.15,0.1,1.956,-1.6279192205862
0.7,2.15,0.1,1.959,-1.64922537329292
0.7,2.15,0.1,1.962,-1.67082714710357
0.7,2.15,0.1,1.965,-1.69272814727631
0.7,2.15,0.1,1.968,-1.71493198894187
0.7,2.15,0.1,1.971,-1.73744229508631
0.7,2.15,0.1,1.974,-1.76026269441347
0.7,2.15,0.1,1.977,-1.78339681908218
0.7,2.15,0.1,1.98,-1.80684830231314
0.7,2.15,0.1,1.983,-1.8306207758602
0.7,2.15,0.1,1.986,-1.85471786734065
0.7,2.15,0.1,1.989,-1.87914319741893
0.7,2.15,0.1,1.992,-1.90390037683808
0.7,2.15,0.1,1.995,-1.92899300329311
0.7,2.15,0.1,1.998,-1.95442465814008
0.7,2.15,0.1,2.001,-1.98019890293498
0.7,2.15,0.1,2.004,-2.00631927579584
0.7,2.15,0.1,2.007,-2.03278928758174
0.7,2.15,0.1,2.01,-2.05961241788203
0.7,2.15,0.1,2.013,-2.08679211080901
0.7,2.15,0.1,2.016,-2.11433177058709
0.7,2.15,0.1,2.019,-2.14223475693156
0.7,2.15,0.1,2.022,-2.17050438020949
0.7,2.15,0.1,2.025,-2.19914389637578
0.7,2.15,0.1,2.028,-2.22815650167672
0.7,2.15,0.1,2.031,-2.25754532711358
0.7,2.15,0.1,2.034,-2.28731343265871
0.7,2.15,0.1,2.037,-2.31746380121633
0.7,2.15,0.1,2.04,-2.34799933232026
0.7,2.15,0.1,2.043,-2.37892283556084
0.7,2.15,0.1,2.046,-2.41023702373308
0.7,2.15,0.1,2.049,-2.44194450569829
0.7,2.15,0.1,2.052,-2.47404777895114
0.7,2.15,0.1,2.055,-2.50654922188454
0.7,2.15,0.1,2.058,-2.53945108574435
0.7,2.15,0.1,2.061,-2.57275548626643
0.7,2.15,0.1,2.064,-2.60646439498828
0.7,2.15,0.1,2.067,-2.64057963022802
0.7,2.15,0.1,2.07,-2.67510284772343
0.7,2.15,0.1,2.073,-2.71003553092416
0.7,2.15,0.1,2.076,-2.74537898093028
0.7,2.15,0.1,2.079,-2.78113430607117
0.7,2.15,0.1,2.082,-2.81730241111853
0.7,2.15,0.1,2.085,-2.85388398612832
0.7,2.15,0.1,2.088,-2.89087949490648
0.7,2.15,0.1,2.091,-2.92828916309457
0.7,2.15,0.1,2.094,-2.96611296587125
0.7,2.15,0.1,2.097,-3.00435061526728
0.7,2.15,0.1,2.1,-3.04300154709179
0.7,2.15,0.1,2.103,-3.08206490746911
0.7,2.15,0.1,2.106,-3.1215395389863
0.7,2.15,0.1,2.109,-3.16142396645274
0.7,2.15,0.1,2.112,-3.20171638227451
0.7,2.15,0.1,2.115,-3.24241463144793
0.7,2.15,0.1,2.118,-3.28351619617793
0.7,2.15,0.1,2.121,-3.32501818012905
0.7,2.15,0.1,2.124,-3.36691729231861
0.7,2.15,0.1,2.127,-3.40920983066369
0.7,2.15,0.1,2.13,-3.45189166519622
0.7,2.15,0.1,2.133,-3.49495822096238
0.7,2.15,0.1,2.136,-3.53840446062586
0.7,2.15,0.1,2.139,-3.58222486679712
0.7,2.15,0.1,2.142,-3.62641342411392
0.7,2.15,0.1,2.145,-3.67096360110197
0.7,2.15,0.1,2.148,-3.71586833184807
0.7,2.15,0.1,2.151,-3.76111999752214
0.7,2.15,0.1,2.154,-3.80671040778836
0.7,2.15,0.1,2.157,-3.85263078215047
0.7,2.15,0.1,2.16,-3.89887173128073
0.7,2.15,0.1,2.163,-3.94542323838696
0.7,2.15,0.1,2.166,-3.9922746406774
0.7,2.15,0.1,2.169,-4.03941461098853
0.7,2.15,0.1,2.172,-4.0868311396469
0.7,2.15,0.1,2.175,-4.13451151664153
0.7,2.15,0.1,2.178,-4.18244231419042
0.7,2.15,0.1,2.181,-4.23060936979031
0.7,2.15,0.1,2.184,-4.27899776984602
0.7,2.15,0.1,2.187,-4.32759183398219
0.7,2.15,0.1,2.19,-4.37637510014731
0.7,2.15,0.1,2.193,-4.42533031062663
0.7,2.15,0.1,2.196,-4.47443939908781
0.7,2.15,0.1,2.199,-4.52368347878998
0.7,2.15,0.1,2.202,-4.57304283209374
0.7,2.15,0.1,2.205,-4.62249690141639
0.7,2.15,0.1,2.208,-4.67202428178288
0.7,2.15,0.1,2.211,-4.72160271512942
0.7,2.15,0.1,2.214,-4.77120908652184
0.7,2.15,0.1,2.217,-4.82081942245603
0.7,2.15,0.1,2.22,-4.87040889141215
0.7,2.15,0.1,2.223,-4.91995180683758
0.7,2.15,0.1,2.226,-4.96942163273611
0.7,2.15,0.1,2.229,-5.01879099204236
0.7,2.15,0.1,2.232,-5.0680316779602
0.7,2.15,0.1,2.235,-5.1171146684428
0.7,2.15,0.1,2.238,-5.16601014398866
0.7,2.15,0.1,2.241,-5.21468750892329
0.7,2.15,0.1,2.244,-5.26311541632949
0.7,2.15,0.1,2.247,-5.31126179678002
0.7,2.15,0.1,2.25,-5.35909389101548
0.7,2.15,0.1,2.253,-5.40657828669673
0.7,2.15,0.1,2.256,-5.45368095934471
0.7,2.15,0.1,2.259,-5.50036731756232
0.7,2.15,0.1,2.262,-5.54660225261082
0.7,2.15,0.1,2.265,-5.5923501923899
0.7,2.15,0.1,2.268,-5.63757515984289
0.7,2.15,0.1,2.271,-5.68224083577909
0.7,2.15,0.1,2.274,-5.7263106260732
0.7,2.15,0.1,2.277,-5.7697477331665
0.7,2.15,0.1,2.28,-5.81251523175755
0.7,2.15,0.1,2.283,-5.85457614853088
0.7,2.15,0.1,2.286,-5.89589354573126
0.7,2.15,0.1,2.289,-5.93643060834823
0.7,2.15,0.1,2.292,-5.97615073463293
0.7,2.15,0.1,2.295,-6.01501762962483
0.7,2.15,0.1,2.298,-6.05299540132215
0.7,2.15,0.1,2.301,-6.09004865908706
0.7,2.15,0.1,2.304,-6.12614261383441
0.7,2.15,0.1,2.307,-6.16124317951298
0.7,2.15,0.1,2.31,-6.19531707535125
0.7,2.15,0.1,2.313,-6.2283319283056
0.7,2.15,0.1,2.316,-6.26025637511913
0.7,2.15,0.1,2.319,-6.29106016337461
0.7,2.15,0.1,2.322,-6.32071425090515
0.7,2.15,0.1,2.325,-6.34919090291303
0.7,2.15,0.1,2.328,-6.37646378614017
0.7,2.15,0.1,2.331,-6.40250805943361
0.7,2.15,0.1,2.334,-6.42730046005726
0.7,2.15,0.1,2.337,-6.45081938511582
0.7,2.15,0.1,2.34,-6.47304496748017
0.7,2.15,0.1,2.343,-6.49395914563326
0.7,2.15,0.1,2.346,-6.51354572689427
0.7,2.15,0.1,2.349,-6.53179044352357
0.7,2.15,0.1,2.352,-6.54868100126299
0.7,2.15,0.1,2.355,-6.56420711992414
0.7,2.15,0.1,2.358,-6.57836056570085
0.7,2.15,0.1,2.361,-6.59113517495
0.7,2.15,0.1,2.364,-6.60252686925657
0.7,2.15,0.1,2.367,-6.6125336616732
0.7,2.15,0.1,2.37,-6.62115565410044
0.7,2.15,0.1,2.373,-6.62839502585007
0.7,2.15,0.1,2.376,-6.63425601350953
0.7,2.15,0.1,2.379,-6.63874488229949
0.7,2.15,0.1,2.382,-6.6418698891875
0.7,2.15,0.1,2.385,-6.64364123808761
0.7,2.15,0.1,2.388,-6.64407102753864
0.7,2.15,0.1,2.391,-6.64317319131024
0.7,2.15,0.1,2.394,-6.64096343243653
0.7,2.15,0.1,2.397,-6.6374591512208
0.7,2.15,0.1,2.4,-6.63267936779121
0.7,2.15,0.1,2.403,-6.62664463981619
0.7,2.15,0.1,2.406,-6.61937697600966
0.7,2.15,0.1,2.409,-6.6108997460695
0.7,2.15,0.1,2.412,-6.60123758769886
0.7,2.15,0.1,2.415,-6.59041631135848
0.7,2.15,0.1,2.418,-6.57846280339013
0.7,2.15,0.1,2.421,-6.56540492813667
0.7,2.15,0.1,2.424,-6.55127142966343
0.7,2.15,0.1,2.427,-6.53609183366033
0.7,2.15,0.1,2.43,-6.51989635007328
0.7,2.15,0.1,2.433,-6.50271577697941
0.7,2.15,0.1,2.436,-6.48458140618318
0.7,2.15,0.1,2.439,-6.46552493097024
0.7,2.15,0.1,2.442,-6.44557835641429
0.7,2.15,0.1,2.445,-6.42477391258913
0.7,2.15,0.1,2.448,-6.40314397099495
0.7,2.15,0.1,2.451,-6.3807209644641
0.7,2.15,0.1,2.454,-6.35753731076924
0.7,2.15,0.1,2.457,-6.33362534011493
0.7,2.15,0.1,2.46,-6.30901722665358
0.7,2.15,0.1,2.463,-6.28374492412834
0.7,2.15,0.1,2.466,-6.25784010570948
0.7,2.15,0.1,2.469,-6.23133410805673
0.7,2.15,0.1,2.472,-6.20425787960905
0.7,2.15,0.1,2.475,-6.17664193307452
0.7,2.15,0.1,2.478,-6.14851630206723
0.7,2.15,0.1,2.481,-6.11991050181484
0.7,2.15,0.1,2.484,-6.09085349384013
0.7,2.15,0.1,2.487,-6.06137365450214
0.7,2.15,0.1,2.49,-6.03149874726729
0.7,2.15,0.1,2.493,-6.00125589856827
0.7,2.15,0.1,2.496,-5.9706715770982
0.7,2.15,0.1,2.499,-5.93977157637948
0.7,2.15,0.1,2.502,-5.90858100044073
0.7,2.15,0.1,2.505,-5.87712425243108
0.7,2.15,0.1,2.508,-5.84542502599867
0.7,2.15,0.1,2.511,-5.81350629925961
0.7,2.15,0.1,2.514,-5.78139033118376
0.7,2.15,0.1,2.517,-5.74909866022605
0.7,2.15,0.1,2.52,-5.71665210503449
0.7,2.15,0.1,2.523,-5.6840707670702
0.7,2.15,0.1,2.526,-5.65137403497909
0.7,2.15,0.1,2.529,-5.61858059056023
0.7,2.15,0.1,2.532,-5.5857084161819
0.7,2.15,0.1,2.535,-5.55277480350204
0.7,2.15,0.1,2.538,-5.51979636335708
0.7,2.15,0.1,2.541,-5.48678903668905
0.7,2.15,0.1,2.544,-5.45376810638855
0.7,2.15,0.1,2.547,-5.42074820993746
0.7,2.15,0.1,2.55,-5.38774335274278
0.7,2.15,0.1,2.553,-5.35476692205956
0.7,2.15,0.1,2.556,-5.32183170140773
0.7,2.15,0.1,2.559,-5.2889498853944
0.7,2.15,0.1,2.562,-5.25613309485974
0.7,2.15,0.1,2.565,-5.22339239227053
0.7,2.15,0.1,2.568,-5.19073829729195
0.7,2.15,0.1,2.571,-5.1581808024735
0.7,2.15,0.1,2.574,-5.12572938899096
0.7,2.15,0.1,2.577,-5.09339304239121
0.7,2.15,0.1,2.58,-5.06118026829193
0.7,2.15,0.1,2.583,-5.02909910799287
0.7,2.15,0.1,2.586,-4.99715715395976
0.7,2.15,0.1,2.589,-4.96536156514629
0.7,2.15,0.1,2.592,-4.93371908212335
0.7,2.15,0.1,2.595,-4.90223604198831
0.7,2.15,0.1,2.598,-4.87091839303087
0.7,2.15,0.1,2.601,-4.83977170913464
0.7,2.15,0.1,2.604,-4.80880120389698
0.7,2.15,0.1,2.607,-4.77801174445216
0.7,2.15,0.1,2.61,-4.74740786498521
0.7,2.15,0.1,2.613,-4.71699377992641
0.7,2.15,0.1,2.616,-4.68677339681825
0.7,2.15,0.1,2.619,-4.65675032884858
0.7,2.15,0.1,2.622,-4.62692790704555
0.7,2.15,0.1,2.625,-4.59730919213127
0.7,2.15,0.1,2.628,-4.56789698603277
0.7,2.15,0.1,2.631,-4.53869384304992
0.7,2.15,0.1,2.634,-4.50970208068125
0.7,2.15,0.1,2.637,-4.48092379010943
0.7,2.15,0.1,2.64,-4.45236084634938
0.7,2.15,0.1,2.643,-4.42401491806245
0.7,2.15,0.1,2.646,-4.39588747704099
0.7,2.15,0.1,2.649,-4.36797980736816
0.7,2.15,0.1,2.652,-4.34029301425858
0.7,2.15,0.1,2.655,-4.31282803258537
0.7,2.15,0.1,2.658,-4.28558563510015
0.7,2.15,0.1,2.661,-4.25856644035231
0.7,2.15,0.1,2.664,-4.23177092031466
0.7,2.15,0.1,2.667,-4.20519940772213
0.7,2.15,0.1,2.67,-4.1788521031312
0.7,2.15,0.1,2.673,-4.1527290817069
0.7,2.15,0.1,2.676,-4.12683029974523
0.7,2.15,0.1,2.679,-4.1011556009381
0.7,2.15,0.1,2.682,-4.07570472238859
0.7,2.15,0.1,2.685,-4.05047730038373
0.7,2.15,0.1,2.688,-4.02547287593245
0.7,2.15,0.1,2.691,-4.00069090007595
0.7,2.15,0.1,2.694,-3.97613073897787
0.7,2.15,0.1,2.697,-3.95179167880149
0.7,2.15,0.1,2.7,-3.92767293038102
0.7,2.15,0.1,2.703,-3.90377363369406
0.7,2.15,0.1,2.706,-3.88009286214204
0.7,2.15,0.1,2.709,-3.85662962664545
0.7,2.15,0.1,2.712,-3.83338287956034
0.7,2.15,0.1,2.715,-3.81035151842276
0.7,2.15,0.1,2.718,-3.78753438952719
0.7,2.15,0.1,2.721,-3.76493029134517
0.7,2.15,0.1,2.724,-3.74253797779033
0.7,2.15,0.1,2.727,-3.72035616133522
0.7,2.15,0.1,2.73,-3.69838351598602
0.7,2.15,0.1,2.733,-3.67661868012027
0.7,2.15,0.1,2.736,-3.65506025919322
0.7,2.15,0.1,2.739,-3.63370682831777
0.7,2.15,0.1,2.742,-3.61255693472311
0.7,2.15,0.1,2.745,-3.5916091000968
0.7,2.15,0.1,2.748,-3.57086182281514
0.7,2.15,0.1,2.751,-3.55031358006617
0.7,2.15,0.1,2.754,-3.52996282986979
0.7,2.15,0.1,2.757,-3.50980801299921
0.7,2.15,0.1,2.76,-3.48984755480774
0.7,2.15,0.1,2.763,-3.47007986696496
0.7,2.15,0.1,2.766,-3.45050334910598
0.7,2.15,0.1,2.769,-3.43111639039749
0.7,2.15,0.1,2.772,-3.41191737102402
0.7,2.15,0.1,2.775,-3.39290466359804
0.7,2.15,0.1,2.778,-3.37407663449686
0.7,2.15,0.1,2.781,-3.35543164512967
0.7,2.15,0.1,2.784,-3.33696805313773
0.7,2.15,0.1,2.787,-3.31868421353051
0.7,2.15,0.1,2.79,-3.30057847976064
0.7,2.15,0.1,2.793,-3.28264920474047
0.7,2.15,0.1,2.796,-3.26489474180248
0.7,2.15,0.1,2.799,-3.24731344560648
0.7,2.15,0.1,2.802,-3.22990367299554
0.7,2.15,0.1,2.805,-3.21266378380323
0.7,2.15,0.1,2.808,-3.19559214161427
0.7,2.15,0.1,2.811,-3.17868711448061
0.7,2.15,0.1,2.814,-3.16194707559509
0.7,2.15,0.1,2.817,-3.1453704039245
0.7,2.15,0.1,2.82,-3.12895548480406
0.7,2.15,0.1,2.823,-3.11270071049483
0.7,2.15,0.1,2.826,-3.09660448070601
0.7,2.15,0.1,2.829,-3.0806652030837
0.7,2.15,0.1,2.832,-3.06488129366753
0.7,2.15,0.1,2.835,-3.04925117731689
0.7,2.15,0.1,2.838,-3.03377328810806
0.7,2.15,0.1,2.841,-3.01844606970357
0.7,2.15,0.1,2.844,-3.0032679756953
0.7,2.15,0.1,2.847,-2.98823746992241
0.7,2.15,0.1,2.85,-2.97335302676528
0.7,2.15,0.1,2.853,-2.95861313141684
0.7,2.15,0.1,2.856,-2.94401628013213
0.7,2.15,0.1,2.859,-2.92956098045733
0.7,2.15,0.1,2.862,-2.91524575143917
0.7,2.15,0.1,2.865,-2.90106912381578
0.7,2.15,0.1,2.868,-2.88702964018977
0.7,2.15,0.1,2.871,-2.87312585518463
0.7,2.15,0.1,2.874,-2.85935633558502
0.7,2.15,0.1,2.877,-2.84571966046205
0.7,2.15,0.1,2.88,-2.83221442128413
0.7,2.15,0.1,2.883,-2.81883922201416
0.7,2.15,0.1,2.886,-2.80559267919386
0.7,2.15,0.1,2.889,-2.79247342201577
0.7,2.15,0.1,2.892,-2.7794800923837
0.7,2.15,0.1,2.895,-2.76661134496219
0.7,2.15,0.1,2.898,-2.7538658472155
0.7,2.15,0.1,2.901,-2.74124227943689
0.7,2.15,0.1,2.904,-2.72873933476839
0.7,2.15,0.1,2.907,-2.71635571921201
0.7,2.15,0.1,2.91,-2.70409015163246
0.7,2.15,0.1,2.913,-2.69194136375213
0.7,2.15,0.1,2.916,-2.67990810013867
0.7,2.15,0.1,2.919,-2.66798911818556
0.7,2.15,0.1,2.922,-2.65618318808614
0.7,2.15,0.1,2.925,-2.64448909280148
0.7,2.15,0.1,2.928,-2.63290562802241
0.7,2.15,0.1,2.931,-2.62143160212614
0.7,2.15,0.1,2.934,-2.61006583612769
0.7,2.15,0.1,2.937,-2.59880716362658
0.7,2.15,0.1,2.94,-2.58765443074901
0.7,2.15,0.1,2.943,-2.57660649608577
0.7,2.15,0.1,2.946,-2.56566223062635
0.7,2.15,0.1,2.949,-2.55482051768922
0.7,2.15,0.1,2.952,-2.54408025284881
0.7,2.15,0.1,2.955,-2.53344034385927
0.7,2.15,0.1,2.958,-2.5228997105753
0.7,2.15,0.1,2.961,-2.51245728487017
0.7,2.15,0.1,2.964,-2.50211201055129
0.7,2.15,0.1,2.967,-2.49186284327345
0.7,2.15,0.1,2.97,-2.4817087504498
0.7,2.15,0.1,2.973,-2.47164871116102
0.7,2.15,0.1,2.976,-2.46168171606249
0.7,2.15,0.1,2.979,-2.45180676729005
0.7,2.15,0.1,2.982,-2.44202287836403
0.7,2.15,0.1,2.985,-2.43232907409209
0.7,2.15,0.1,2.988,-2.42272439047077
0.7,2.15,0.1,2.991,-2.41320787458601
0.7,2.15,0.1,2.994,-2.40377858451265
0.7,2.15,0.1,2.997,-2.39443558921314
0.7,2.15,0.1,3,-2.38517796843546
0.8,2.15,0.1,1.5,-0.294685002994061
0.8,2.15,0.1,1.503,-0.297156960032172
0.8,2.15,0.1,1.506,-0.299668306288465
0.8,2.15,0.1,1.509,-0.30221947133401
0.8,2.15,0.1,1.512,-0.30481089205597
0.8,2.15,0.1,1.515,-0.307443012770839
0.8,2.15,0.1,1.518,-0.310116285339578
0.8,2.15,0.1,1.521,-0.312831169284738
0.8,2.15,0.1,1.524,-0.315588131909572
0.8,2.15,0.1,1.527,-0.318387648419171
0.8,2.15,0.1,1.53,-0.32123020204365
0.8,2.15,0.1,1.533,-0.324116284163421
0.8,2.15,0.1,1.536,-0.327046394436589
0.8,2.15,0.1,1.539,-0.330021040928493
0.8,2.15,0.1,1.542,-0.333040740243422
0.8,2.15,0.1,1.545,-0.336106017658545
0.8,2.15,0.1,1.548,-0.33921740726008
0.8,2.15,0.1,1.551,-0.342375452081737
0.8,2.15,0.1,1.554,-0.345580704245479
0.8,2.15,0.1,1.557,-0.348833725104592
0.8,2.15,0.1,1.56,-0.352135085389168
0.8,2.15,0.1,1.563,-0.355485365353943
0.8,2.15,0.1,1.566,-0.35888515492861
0.8,2.15,0.1,1.569,-0.362335053870573
0.8,2.15,0.1,1.572,-0.365835671920209
0.8,2.15,0.1,1.575,-0.369387628958662
0.8,2.15,0.1,1.578,-0.372991555168207
0.8,2.15,0.1,1.581,-0.376648091195192
0.8,2.15,0.1,1.584,-0.380357888315623
0.8,2.15,0.1,1.587,-0.384121608603397
0.8,2.15,0.1,1.59,-0.387939925101248
0.8,2.15,0.1,1.593,-0.39181352199438
0.8,2.15,0.1,1.596,-0.395743094786882
0.8,2.15,0.1,1.599,-0.399729350480928
0.8,2.15,0.1,1.602,-0.403773007758758
0.8,2.15,0.1,1.605,-0.40787479716754
0.8,2.15,0.1,1.608,-0.412035461307084
0.8,2.15,0.1,1.611,-0.416255755020482
0.8,2.15,0.1,1.614,-0.420536445587638
0.8,2.15,0.1,1.617,-0.424878312921784
0.8,2.15,0.1,1.62,-0.429282149768996
0.8,2.15,0.1,1.623,-0.433748761910679
0.8,2.15,0.1,1.626,-0.438278968369104
0.8,2.15,0.1,1.629,-0.442873601616038
0.8,2.15,0.1,1.632,-0.4475335077844
0.8,2.15,0.1,1.635,-0.452259546883059
0.8,2.15,0.1,1.638,-0.457052593014757
0.8,2.15,0.1,1.641,-0.461913534597146
0.8,2.15,0.1,1.644,-0.46684327458703
0.8,2.15,0.1,1.647,-0.471842730707754
0.8,2.15,0.1,1.65,-0.476912835679795
0.8,2.15,0.1,1.653,-0.482054537454563
0.8,2.15,0.1,1.656,-0.487268799451423
0.8,2.15,0.1,1.659,-0.492556600797926
0.8,2.15,0.1,1.662,-0.497918936573295
0.8,2.15,0.1,1.665,-0.503356818055132
0.8,2.15,0.1,1.668,-0.508871272969374
0.8,2.15,0.1,1.671,-0.514463345743485
0.8,2.15,0.1,1.674,-0.52013409776288
0.8,2.15,0.1,1.677,-0.525884607630588
0.8,2.15,0.1,1.68,-0.531715971430127
0.8,2.15,0.1,1.683,-0.537629302991586
0.8,2.15,0.1,1.686,-0.543625734160902
0.8,2.15,0.1,1.689,-0.54970641507231
0.8,2.15,0.1,1.692,-0.555872514423927
0.8,2.15,0.1,1.695,-0.562125219756475
0.8,2.15,0.1,1.698,-0.568465737735069
0.8,2.15,0.1,1.701,-0.574895294434066
0.8,2.15,0.1,1.704,-0.581415135624917
0.8,2.15,0.1,1.707,-0.58802652706698
0.8,2.15,0.1,1.71,-0.594730754801228
0.8,2.15,0.1,1.713,-0.601529125446835
0.8,2.15,0.1,1.716,-0.608422966500489
0.8,2.15,0.1,1.719,-0.615413626638461
0.8,2.15,0.1,1.722,-0.622502476021313
0.8,2.15,0.1,1.725,-0.629690906601096
0.8,2.15,0.1,1.728,-0.636980332431063
0.8,2.15,0.1,1.731,-0.644372189977702
0.8,2.15,0.1,1.734,-0.651867938435021
0.8,2.15,0.1,1.737,-0.659469060040956
0.8,2.15,0.1,1.74,-0.667177060395787
0.8,2.15,0.1,1.743,-0.674993468782396
0.8,2.15,0.1,1.746,-0.682919838488263
0.8,2.15,0.1,1.749,-0.690957747128995
0.8,2.15,0.1,1.752,-0.699108796973281
0.8,2.15,0.1,1.755,-0.707374615269003
0.8,2.15,0.1,1.758,-0.715756854570396
0.8,2.15,0.1,1.761,-0.724257193066019
0.8,2.15,0.1,1.764,-0.7328773349073
0.8,2.15,0.1,1.767,-0.741619010537439
0.8,2.15,0.1,1.77,-0.750483977020439
