"port_gap [cm]","torus_rad [cm]","wire_rad [cm]","Freq [GHz]","dB(St11) []"
0.06,2.15,0.1,2.499,-5.98501148474553
0.06,2.15,0.1,2.502,-5.96125610038962
0.06,2.15,0.1,2.505,-5.93700515151341
0.06,2.15,0.1,2.508,-5.91228301406095
0.06,2.15,0.1,2.511,-5.88711372434053
0.06,2.15,0.1,2.514,-5.8615209504805
0.06,2.15,0.1,2.517,-5.83552796647648
0.06,2.15,0.1,2.52,-5.80915762876721
0.06,2.15,0.1,2.523,-5.78243235526685
0.06,2.15,0.1,2.526,-5.75537410677392
0.06,2.15,0.1,2.529,-5.72800437067005
0.06,2.15,0.1,2.532,-5.7003441468164
0.06,2.15,0.1,2.535,-5.6724139355511
0.06,2.15,0.1,2.538,-5.64423372768813
0.06,2.15,0.1,2.541,-5.61582299641514
0.06,2.15,0.1,2.544,-5.58720069098693
0.06,2.15,0.1,2.547,-5.55838523211035
0.06,2.15,0.1,2.55,-5.52939450891657
0.06,2.15,0.1,2.553,-5.50024587741768
0.06,2.15,0.1,2.556,-5.47095616034569
0.06,2.15,0.1,2.559,-5.44154164827419
0.06,2.15,0.1,2.562,-5.4120181019251
0.06,2.15,0.1,2.565,-5.38240075556578
0.06,2.15,0.1,2.568,-5.35270432140466
0.06,2.15,0.1,2.571,-5.32294299489715
0.06,2.15,0.1,2.574,-5.29313046087676
0.06,2.15,0.1,2.577,-5.26327990043013
0.06,2.15,0.1,2.58,-5.23340399843875
0.06,2.15,0.1,2.583,-5.20351495171341
0.06,2.15,0.1,2.586,-5.1736244776518
0.06,2.15,0.1,2.589,-5.14374382335337
0.06,2.15,0.1,2.592,-5.11388377512942
0.06,2.15,0.1,2.595,-5.08405466835015
0.06,2.15,0.1,2.598,-5.05426639757436
0.06,2.15,0.1,2.601,-5.02452842691086
0.06,2.15,0.1,2.604,-4.99484980056438
0.06,2.15,0.1,2.607,-4.96523915352231
0.06,2.15,0.1,2.61,-4.93570472234159
0.06,2.15,0.1,2.613,-4.90625435599856
0.06,2.15,0.1,2.616,-4.87689552676763
0.06,2.15,0.1,2.619,-4.84763534109724
0.06,2.15,0.1,2.622,-4.81848055045482
0.06,2.15,0.1,2.625,-4.78943756211459
0.06,2.15,0.1,2.628,-4.76051244986497
0.06,2.15,0.1,2.631,-4.73171096461442
0.06,2.15,0.1,2.634,-4.70303854487685
0.06,2.15,0.1,2.637,-4.67450032711987
0.06,2.15,0.1,2.64,-4.64610115596087
0.06,2.15,0.1,2.643,-4.61784559419811
0.06,2.15,0.1,2.646,-4.5897379326652
0.06,2.15,0.1,2.649,-4.56178219989931
0.06,2.15,0.1,2.652,-4.53398217161486
0.06,2.15,0.1,2.655,-4.50634137997544
0.06,2.15,0.1,2.658,-4.47886312265835
0.06,2.15,0.1,2.661,-4.45155047170716
0.06,2.15,0.1,2.664,-4.4244062821686
0.06,2.15,0.1,2.667,-4.39743320051115
0.06,2.15,0.1,2.67,-4.37063367282369
0.06,2.15,0.1,2.673,-4.34400995279316
0.06,2.15,0.1,2.676,-4.31756410946084
0.06,2.15,0.1,2.679,-4.29129803475798
0.06,2.15,0.1,2.682,-4.26521345082146
0.06,2.15,0.1,2.685,-4.23931191709103
0.06,2.15,0.1,2.688,-4.21359483719034
0.06,2.15,0.1,2.691,-4.18806346559378
0.06,2.15,0.1,2.694,-4.16271891408216
0.06,2.15,0.1,2.697,-4.13756215799024
0.06,2.15,0.1,2.7,-4.11259404224935
0.06,2.15,0.1,2.703,-4.08781528722883
0.06,2.15,0.1,2.706,-4.06322649438005
0.06,2.15,0.1,2.709,-4.03882815168693
0.06,2.15,0.1,2.712,-4.01462063892718
0.06,2.15,0.1,2.715,-3.99060423274845
0.06,2.15,0.1,2.718,-3.96677911156364
0.06,2.15,0.1,2.721,-3.94314536026993
0.06,2.15,0.1,2.724,-3.9197029747959
0.06,2.15,0.1,2.727,-3.89645186648123
0.06,2.15,0.1,2.73,-3.87339186629344
0.06,2.15,0.1,2.733,-3.85052272888628
0.06,2.15,0.1,2.736,-3.82784413650419
0.06,2.15,0.1,2.739,-3.8053557027373
0.06,2.15,0.1,2.742,-3.78305697613138
0.06,2.15,0.1,2.745,-3.7609474436572
0.06,2.15,0.1,2.748,-3.73902653404362
0.06,2.15,0.1,2.751,-3.71729362097858
0.06,2.15,0.1,2.754,-3.69574802618231
0.06,2.15,0.1,2.757,-3.67438902235693
0.06,2.15,0.1,2.76,-3.65321583601633
0.06,2.15,0.1,2.763,-3.63222765020048
0.06,2.15,0.1,2.766,-3.61142360707803
0.06,2.15,0.1,2.769,-3.59080281044097
0.06,2.15,0.1,2.772,-3.57036432809499
0.06,2.15,0.1,2.775,-3.55010719414952
0.06,2.15,0.1,2.778,-3.53003041121052
0.06,2.15,0.1,2.781,-3.51013295247981
0.06,2.15,0.1,2.784,-3.49041376376424
0.06,2.15,0.1,2.787,-3.47087176539781
0.06,2.15,0.1,2.79,-3.45150585408013
0.06,2.15,0.1,2.793,-3.43231490463421
0.06,2.15,0.1,2.796,-3.4132977716865
0.06,2.15,0.1,2.799,-3.39445329127221
0.06,2.15,0.1,2.802,-3.37578028236872
0.06,2.15,0.1,2.805,-3.35727754835967
0.06,2.15,0.1,2.808,-3.33894387843254
0.06,2.15,0.1,2.811,-3.32077804891215
0.06,2.15,0.1,2.814,-3.3027788245327
0.06,2.15,0.1,2.817,-3.28494495965056
0.06,2.15,0.1,2.82,-3.26727519940028
0.06,2.15,0.1,2.823,-3.24976828079596
0.06,2.15,0.1,2.826,-3.23242293378018
0.06,2.15,0.1,2.829,-3.21523788222261
0.06,2.15,0.1,2.832,-3.19821184487022
0.06,2.15,0.1,2.835,-3.18134353625108
0.06,2.15,0.1,2.838,-3.16463166753372
0.06,2.15,0.1,2.841,-3.14807494734362
0.06,2.15,0.1,2.844,-3.13167208253882
0.06,2.15,0.1,2.847,-3.1154217789462
0.06,2.15,0.1,2.85,-3.09932274206008
0.06,2.15,0.1,2.853,-3.08337367770462
0.06,2.15,0.1,2.856,-3.0675732926617
0.06,2.15,0.1,2.859,-3.05192029526552
0.06,2.15,0.1,2.862,-3.03641339596544
0.06,2.15,0.1,2.865,-3.02105130785838
0.06,2.15,0.1,2.868,-3.005832747192
0.06,2.15,0.1,2.871,-2.99075643383999
0.06,2.15,0.1,2.874,-2.97582109175059
0.06,2.15,0.1,2.877,-2.96102544936955
0.06,2.15,0.1,2.88,-2.94636824003853
0.06,2.15,0.1,2.883,-2.93184820237015
0.06,2.15,0.1,2.886,-2.91746408060053
0.06,2.15,0.1,2.889,-2.90321462492044
0.06,2.15,0.1,2.892,-2.88909859178596
0.06,2.15,0.1,2.895,-2.8751147442095
0.06,2.15,0.1,2.898,-2.8612618520321
0.06,2.15,0.1,2.901,-2.84753869217785
0.06,2.15,0.1,2.904,-2.83394404889117
0.06,2.15,0.1,2.907,-2.82047671395778
0.06,2.15,0.1,2.91,-2.80713548691008
0.06,2.15,0.1,2.913,-2.79391917521759
0.06,2.15,0.1,2.916,-2.78082659446327
0.06,2.15,0.1,2.919,-2.76785656850614
0.06,2.15,0.1,2.922,-2.75500792963111
0.06,2.15,0.1,2.925,-2.74227951868638
0.06,2.15,0.1,2.928,-2.72967018520907
0.06,2.15,0.1,2.931,-2.71717878753971
0.06,2.15,0.1,2.934,-2.70480419292595
0.06,2.15,0.1,2.937,-2.69254527761621
0.06,2.15,0.1,2.94,-2.68040092694349
0.06,2.15,0.1,2.943,-2.66837003540012
0.06,2.15,0.1,2.946,-2.65645150670357
0.06,2.15,0.1,2.949,-2.64464425385402
0.06,2.15,0.1,2.952,-2.63294719918397
0.06,2.15,0.1,2.955,-2.62135927440022
0.06,2.15,0.1,2.958,-2.6098794206188
0.06,2.15,0.1,2.961,-2.59850658839298
0.06,2.15,0.1,2.964,-2.58723973773489
0.06,2.15,0.1,2.967,-2.57607783813094
0.06,2.15,0.1,2.97,-2.56501986855148
0.06,2.15,0.1,2.973,-2.55406481745489
0.06,2.15,0.1,2.976,-2.54321168278643
0.06,2.15,0.1,2.979,-2.53245947197227
0.06,2.15,0.1,2.982,-2.52180720190863
0.06,2.15,0.1,2.985,-2.51125389894666
0.06,2.15,0.1,2.988,-2.50079859887304
0.06,2.15,0.1,2.991,-2.49044034688668
0.06,2.15,0.1,2.994,-2.48017819757165
0.06,2.15,0.1,2.997,-2.47001121486661
0.06,2.15,0.1,3,-2.4599384720309
0.07,2.15,0.1,1.5,-0.291446852233424
0.07,2.15,0.1,1.503,-0.294122574457608
0.07,2.15,0.1,1.506,-0.296827629030427
0.07,2.15,0.1,1.509,-0.299562478995074
0.07,2.15,0.1,1.512,-0.302327593275592
0.07,2.15,0.1,1.515,-0.305123446774648
0.07,2.15,0.1,1.518,-0.307950520472774
0.07,2.15,0.1,1.521,-0.310809301529064
0.07,2.15,0.1,1.524,-0.313700283383367
0.07,2.15,0.1,1.527,-0.316623965859988
0.07,2.15,0.1,1.53,-0.319580855272935
0.07,2.15,0.1,1.533,-0.322571464532713
0.07,2.15,0.1,1.536,-0.325596313254688
0.07,2.15,0.1,1.539,-0.328655927869057
0.07,2.15,0.1,1.542,-0.331750841732444
0.07,2.15,0.1,1.545,-0.334881595241116
0.07,2.15,0.1,1.548,-0.338048735945872
0.07,2.15,0.1,1.551,-0.341252818668625
0.07,2.15,0.1,1.554,-0.34449440562066
0.07,2.15,0.1,1.557,-0.347774066522648
0.07,2.15,0.1,1.56,-0.351092378726385
0.07,2.15,0.1,1.563,-0.354449927338308
0.07,2.15,0.1,1.566,-0.357847305344794
0.07,2.15,0.1,1.569,-0.361285113739272
0.07,2.15,0.1,1.572,-0.364763961651165
0.07,2.15,0.1,1.575,-0.368284466476676
0.07,2.15,0.1,1.578,-0.371847254011455
0.07,2.15,0.1,1.581,-0.375452958585146
0.07,2.15,0.1,1.584,-0.379102223197841
0.07,2.15,0.1,1.587,-0.382795699658487
0.07,2.15,0.1,1.59,-0.386534048725214
0.07,2.15,0.1,1.593,-0.390317940247647
0.07,2.15,0.1,1.596,-0.394148053311185
0.07,2.15,0.1,1.599,-0.398025076383326
0.07,2.15,0.1,1.602,-0.401949707461952
0.07,2.15,0.1,1.605,-0.405922654225711
0.07,2.15,0.1,1.608,-0.409944634186406
0.07,2.15,0.1,1.611,-0.414016374843497
0.07,2.15,0.1,1.614,-0.418138613840646
0.07,2.15,0.1,1.617,-0.422312099124396
0.07,2.15,0.1,1.62,-0.426537589104949
0.07,2.15,0.1,1.623,-0.430815852819064
0.07,2.15,0.1,1.626,-0.435147670095103
0.07,2.15,0.1,1.629,-0.439533831720227
0.07,2.15,0.1,1.632,-0.443975139609747
0.07,2.15,0.1,1.635,-0.448472406978633
0.07,2.15,0.1,1.638,-0.453026458515229
0.07,2.15,0.1,1.641,-0.457638130557106
0.07,2.15,0.1,1.644,-0.462308271269147
0.07,2.15,0.1,1.647,-0.467037740823792
0.07,2.15,0.1,1.65,-0.471827411583491
0.07,2.15,0.1,1.653,-0.476678168285355
0.07,2.15,0.1,1.656,-0.481590908227985
0.07,2.15,0.1,1.659,-0.486566541460508
0.07,2.15,0.1,1.662,-0.491605990973793
0.07,2.15,0.1,1.665,-0.496710192893853
0.07,2.15,0.1,1.668,-0.501880096677411
0.07,2.15,0.1,1.671,-0.507116665309636
0.07,2.15,0.1,1.674,-0.512420875504015
0.07,2.15,0.1,1.677,-0.517793717904392
0.07,2.15,0.1,1.68,-0.523236197289074
0.07,2.15,0.1,1.683,-0.528749332777066
0.07,2.15,0.1,1.686,-0.534334158036381
0.07,2.15,0.1,1.689,-0.539991721494373
0.07,2.15,0.1,1.692,-0.545723086550096
0.07,2.15,0.1,1.695,-0.551529331788659
0.07,2.15,0.1,1.698,-0.557411551197508
0.07,2.15,0.1,1.701,-0.563370854384632
0.07,2.15,0.1,1.704,-0.569408366798614
0.07,2.15,0.1,1.707,-0.575525229950529
0.07,2.15,0.1,1.71,-0.581722601637557
0.07,2.15,0.1,1.713,-0.58800165616835
0.07,2.15,0.1,1.716,-0.59436358459003
0.07,2.15,0.1,1.719,-0.600809594916739
0.07,2.15,0.1,1.722,-0.607340912359744
0.07,2.15,0.1,1.725,-0.613958779558937
0.07,2.15,0.1,1.728,-0.620664456815704
0.07,2.15,0.1,1.731,-0.62745922232705
0.07,2.15,0.1,1.734,-0.634344372420882
0.07,2.15,0.1,1.737,-0.641321221792377
0.07,2.15,0.1,1.74,-0.648391103741297
0.07,2.15,0.1,1.743,-0.65555537041015
0.07,2.15,0.1,1.746,-0.662815393023066
0.07,2.15,0.1,1.749,-0.670172562125287
0.07,2.15,0.1,1.752,-0.67762828782309
0.07,2.15,0.1,1.755,-0.685184000024022
0.07,2.15,0.1,1.758,-0.692841148677306
0.07,2.15,0.1,1.761,-0.700601204014212
0.07,2.15,0.1,1.764,-0.708465656788261
0.07,2.15,0.1,1.767,-0.71643601851505
0.07,2.15,0.1,1.77,-0.724513821711525
0.07,2.15,0.1,1.773,-0.732700620134463
0.07,2.15,0.1,1.776,-0.740997989018007
0.07,2.15,0.1,1.779,-0.749407525309948
0.07,2.15,0.1,1.782,-0.757930847906573
0.07,2.15,0.1,1.785,-0.766569597885801
0.07,2.15,0.1,1.788,-0.775325438738355
0.07,2.15,0.1,1.791,-0.784200056596647
0.07,2.15,0.1,1.794,-0.793195160461135
0.07,2.15,0.1,1.797,-0.80231248242381
0.07,2.15,0.1,1.8,-0.811553777888502
0.07,2.15,0.1,1.803,-0.820920825787616
0.07,2.15,0.1,1.806,-0.830415428795024
0.07,2.15,0.1,1.809,-0.840039413534641
0.07,2.15,0.1,1.812,-0.849794630784357
0.07,2.15,0.1,1.815,-0.859682955674879
0.07,2.15,0.1,1.818,-0.869706287883041
0.07,2.15,0.1,1.821,-0.879866551819144
0.07,2.15,0.1,1.824,-0.890165696807854
0.07,2.15,0.1,1.827,-0.900605697262105
0.07,2.15,0.1,1.83,-0.911188552849567
0.07,2.15,0.1,1.833,-0.921916288651058
0.07,2.15,0.1,1.836,-0.932790955310353
0.07,2.15,0.1,1.839,-0.943814629174821
0.07,2.15,0.1,1.842,-0.954989412426187
0.07,2.15,0.1,1.845,-0.966317433200869
0.07,2.15,0.1,1.848,-0.977800845699114
0.07,2.15,0.1,1.851,-0.989441830282273
0.07,2.15,0.1,1.854,-1.00124259355745
0.07,2.15,0.1,1.857,-1.01320536844879
0.07,2.15,0.1,1.86,-1.02533241425447
0.07,2.15,0.1,1.863,-1.03762601668877
0.07,2.15,0.1,1.866,-1.05008848790815
0.07,2.15,0.1,1.869,-1.06272216652042
0.07,2.15,0.1,1.872,-1.07552941757625
0.07,2.15,0.1,1.875,-1.08851263254178
0.07,2.15,0.1,1.878,-1.10167422925147
0.07,2.15,0.1,1.881,-1.11501665183996
0.07,2.15,0.1,1.884,-1.12854237065204
0.07,2.15,0.1,1.887,-1.14225388212928
0.07,2.15,0.1,1.89,-1.1561537086724
0.07,2.15,0.1,1.893,-1.1702443984779
0.07,2.15,0.1,1.896,-1.18452852534772
0.07,2.15,0.1,1.899,-1.19900868847062
0.07,2.15,0.1,1.902,-1.2136875121738
0.07,2.15,0.1,1.905,-1.22856764564334
0.07,2.15,0.1,1.908,-1.24365176261185
0.07,2.15,0.1,1.911,-1.25894256101192
0.07,2.15,0.1,1.914,-1.27444276259359
0.07,2.15,0.1,1.917,-1.29015511250413
0.07,2.15,0.1,1.92,-1.30608237882857
0.07,2.15,0.1,1.923,-1.32222735208888
0.07,2.15,0.1,1.926,-1.33859284470016
0.07,2.15,0.1,1.929,-1.35518169038169
0.07,2.15,0.1,1.932,-1.37199674352101
0.07,2.15,0.1,1.935,-1.38904087848873
0.07,2.15,0.1,1.938,-1.40631698890212
0.07,2.15,0.1,1.941,-1.42382798683505
0.07,2.15,0.1,1.944,-1.44157680197208
0.07,2.15,0.1,1.947,-1.45956638070435
0.07,2.15,0.1,1.95,-1.47779968516462
0.07,2.15,0.1,1.953,-1.49627969219914
0.07,2.15,0.1,1.956,-1.51500939227355
0.07,2.15,0.1,1.959,-1.5339917883102
0.07,2.15,0.1,1.962,-1.55322989445403
0.07,2.15,0.1,1.965,-1.57272673476416
0.07,2.15,0.1,1.968,-1.59248534182829
0.07,2.15,0.1,1.971,-1.61250875529666
0.07,2.15,0.1,1.974,-1.63280002033268
0.07,2.15,0.1,1.977,-1.65336218597681
0.07,2.15,0.1,1.98,-1.67419830342042
0.07,2.15,0.1,1.983,-1.69531142418629
0.07,2.15,0.1,1.986,-1.71670459821211
0.07,2.15,0.1,1.989,-1.73838087183346
0.07,2.15,0.1,1.992,-1.76034328566267
0.07,2.15,0.1,1.995,-1.78259487235955
0.07,2.15,0.1,1.998,-1.80513865429032
0.07,2.15,0.1,2.001,-1.82797764107078
0.07,2.15,0.1,2.004,-1.85111482698943
0.07,2.15,0.1,2.007,-1.87455318830675
0.07,2.15,0.1,2.01,-1.89829568042615
0.07,2.15,0.1,2.013,-1.92234523493232
0.07,2.15,0.1,2.016,-1.94670475649277
0.07,2.15,0.1,2.019,-1.97137711961781
0.07,2.15,0.1,2.022,-1.99636516527466
0.07,2.15,0.1,2.025,-2.02167169735098
0.07,2.15,0.1,2.028,-2.04729947896305
0.07,2.15,0.1,2.031,-2.07325122860406
0.07,2.15,0.1,2.034,-2.09952961612751
0.07,2.15,0.1,2.037,-2.12613725856102
0.07,2.15,0.1,2.04,-2.15307671574552
0.07,2.15,0.1,2.043,-2.18035048579509
0.07,2.15,0.1,2.046,-2.20796100037224
0.07,2.15,0.1,2.049,-2.23591061977406
0.07,2.15,0.1,2.052,-2.26420162782377
0.07,2.15,0.1,2.055,-2.29283622656332
0.07,2.15,0.1,2.058,-2.32181653074157
0.07,2.15,0.1,2.061,-2.35114456209364
0.07,2.15,0.1,2.064,-2.38082224340625
0.07,2.15,0.1,2.067,-2.41085139236462
0.07,2.15,0.1,2.07,-2.44123371517611
0.07,2.15,0.1,2.073,-2.47197079996615
0.07,2.15,0.1,2.076,-2.5030641099421
0.07,2.15,0.1,2.079,-2.53451497632091
0.07,2.15,0.1,2.082,-2.56632459101651
0.07,2.15,0.1,2.085,-2.5984939990832
0.07,2.15,0.1,2.088,-2.63102409091165
0.07,2.15,0.1,2.091,-2.66391559417417
0.07,2.15,0.1,2.094,-2.69716906551664
0.07,2.15,0.1,2.097,-2.73078488199446
0.07,2.15,0.1,2.1,-2.76476323225058
0.07,2.15,0.1,2.103,-2.79910410743418
0.07,2.15,0.1,2.106,-2.83380729185885
0.07,2.15,0.1,2.109,-2.8688723534
0.07,2.15,0.1,2.112,-2.90429863363169
0.07,2.15,0.1,2.115,-2.94008523770387
0.07,2.15,0.1,2.118,-2.97623102396184
0.07,2.15,0.1,2.121,-3.01273459331049
0.07,2.15,0.1,2.124,-3.04959427832684
0.07,2.15,0.1,2.127,-3.08680813212564
0.07,2.15,0.1,2.13,-3.12437391698353
0.07,2.15,0.1,2.133,-3.16228909272869
0.07,2.15,0.1,2.136,-3.20055080490432
0.07,2.15,0.1,2.139,-3.23915587271526
0.07,2.15,0.1,2.142,-3.27810077676916
0.07,2.15,0.1,2.145,-3.3173816466246
0.07,2.15,0.1,2.148,-3.35699424816089
0.07,2.15,0.1,2.151,-3.39693397078562
0.07,2.15,0.1,2.154,-3.43719581449842
0.07,2.15,0.1,2.157,-3.47777437683116
0.07,2.15,0.1,2.16,-3.51866383968743
0.07,2.15,0.1,2.163,-3.55985795610606
0.07,2.15,0.1,2.166,-3.60135003697648
0.07,2.15,0.1,2.169,-3.64313293773585
0.07,2.15,0.1,2.172,-3.6851990450812
0.07,2.15,0.1,2.175,-3.72754026373221
0.07,2.15,0.1,2.178,-3.77014800328395
0.07,2.15,0.1,2.181,-3.81301316519143
0.07,2.15,0.1,2.184,-3.8561261299318
0.07,2.15,0.1,2.187,-3.899476744393
0.07,2.15,0.1,2.19,-3.94305430954151
0.07,2.15,0.1,2.193,-3.98684756842544
0.07,2.15,0.1,2.196,-4.030844694573
0.07,2.15,0.1,2.199,-4.07503328085019
0.07,2.15,0.1,2.202,-4.11940032884546
0.07,2.15,0.1,2.205,-4.16393223885311
0.07,2.15,0.1,2.208,-4.20861480053107
0.07,2.15,0.1,2.211,-4.2534331843125
0.07,2.15,0.1,2.214,-4.29837193365477
0.07,2.15,0.1,2.217,-4.3434149582131
0.07,2.15,0.1,2.22,-4.3885455280294
0.07,2.15,0.1,2.223,-4.43374626883101
0.07,2.15,0.1,2.226,-4.47899915853651
0.07,2.15,0.1,2.229,-4.52428552506944
0.07,2.15,0.1,2.232,-4.56958604558262
0.07,2.15,0.1,2.235,-4.61488074719881
0.07,2.15,0.1,2.238,-4.6601490093742
0.07,2.15,0.1,2.241,-4.70536956799338
0.07,2.15,0.1,2.244,-4.75052052130423
0.07,2.15,0.1,2.247,-4.79557933780129
0.07,2.15,0.1,2.25,-4.84052286616543
0.07,2.15,0.1,2.253,-4.88532734736559
0.07,2.15,0.1,2.256,-4.92996842902554
0.07,2.15,0.1,2.259,-4.97442118215545
0.07,2.15,0.1,2.262,-5.0186601203422
0.07,2.15,0.1,2.265,-5.06265922148752
0.07,2.15,0.1,2.268,-5.10639195217469
0.07,2.15,0.1,2.271,-5.14983129473671
0.07,2.15,0.1,2.274,-5.19294977708842
0.07,2.15,0.1,2.277,-5.2357195053742
0.07,2.15,0.1,2.28,-5.27811219946937
0.07,2.15,0.1,2.283,-5.3200992313601
0.07,2.15,0.1,2.286,-5.36165166641024
0.07,2.15,0.1,2.289,-5.40274030750659
0.07,2.15,0.1,2.292,-5.4433357420561
0.07,2.15,0.1,2.295,-5.48340839178805
0.07,2.15,0.1,2.298,-5.5229285652938
0.07,2.15,0.1,2.301,-5.56186651321446
0.07,2.15,0.1,2.304,-5.60019248596394
0.07,2.15,0.1,2.307,-5.63787679385079
0.07,2.15,0.1,2.31,-5.67488986943841
0.07,2.15,0.1,2.313,-5.71120233195809
0.07,2.15,0.1,2.316,-5.74678505356492
0.07,2.15,0.1,2.319,-5.7816092272019
0.07,2.15,0.1,2.322,-5.8156464358138
0.07,2.15,0.1,2.325,-5.848868722629
0.07,2.15,0.1,2.328,-5.88124866220537
0.07,2.15,0.1,2.331,-5.91275943191634
0.07,2.15,0.1,2.334,-5.94337488353396
0.07,2.15,0.1,2.337,-5.97306961454981
0.07,2.15,0.1,2.34,-6.00181903886063
0.07,2.15,0.1,2.343,-6.02959945643424
0.07,2.15,0.1,2.346,-6.05638812156396
0.07,2.15,0.1,2.349,-6.08216330931455
0.07,2.15,0.1,2.352,-6.10690437976261
0.07,2.15,0.1,2.355,-6.13059183963662
0.07,2.15,0.1,2.358,-6.15320740096937
0.07,2.15,0.1,2.361,-6.17473403638595
0.07,2.15,0.1,2.364,-6.19515603066584
0.07,2.15,0.1,2.367,-6.21445902823628
0.07,2.15,0.1,2.37,-6.23263007627727
0.07,2.15,0.1,2.373,-6.2496576631448
0.07,2.15,0.1,2.376,-6.26553175184905
0.07,2.15,0.1,2.379,-6.28024380835747
0.07,2.15,0.1,2.382,-6.29378682452847
0.07,2.15,0.1,2.385,-6.30615533551977
0.07,2.15,0.1,2.388,-6.31734543155584
0.07,2.15,0.1,2.391,-6.32735476398022
0.07,2.15,0.1,2.394,-6.33618254556136
0.07,2.15,0.1,2.397,-6.34382954506316
0.07,2.15,0.1,2.4,-6.35029807613463
0.07,2.15,0.1,2.403,-6.35559198061446
0.07,2.15,0.1,2.406,-6.35971660638762
0.07,2.15,0.1,2.409,-6.3626787799697
0.07,2.15,0.1,2.412,-6.36448677403172
0.07,2.15,0.1,2.415,-6.36515027011202
0.07,2.15,0.1,2.418,-6.36468031679327
0.07,2.15,0.1,2.421,-6.36308928365001
0.07,2.15,0.1,2.424,-6.36039081129649
0.07,2.15,0.1,2.427,-6.35659975788481
0.07,2.15,0.1,2.43,-6.3517321424198
0.07,2.15,0.1,2.433,-6.34580508526927
0.07,2.15,0.1,2.436,-6.33883674625677
0.07,2.15,0.1,2.439,-6.33084626072822
0.07,2.15,0.1,2.442,-6.32185367398448
0.07,2.15,0.1,2.445,-6.3118798744685
0.07,2.15,0.1,2.448,-6.30094652608924
0.07,2.15,0.1,2.451,-6.28907600005477
0.07,2.15,0.1,2.454,-6.27629130657376
0.07,2.15,0.1,2.457,-6.26261602676978
0.07,2.15,0.1,2.46,-6.24807424513446
0.07,2.15,0.1,2.463,-6.23269048282634
0.07,2.15,0.1,2.466,-6.21648963210088
0.07,2.15,0.1,2.469,-6.1994968921343
0.07,2.15,0.1,2.472,-6.18173770648079
0.07,2.15,0.1,2.475,-6.16323770237841
0.07,2.15,0.1,2.478,-6.14402263209444
0.07,2.15,0.1,2.481,-6.12411831647696
0.07,2.15,0.1,2.484,-6.10355059085492
0.07,2.15,0.1,2.487,-6.08234525340559
0.07,2.15,0.1,2.49,-6.06052801608513
0.07,2.15,0.1,2.493,-6.03812445819621
0.07,2.15,0.1,2.496,-6.01515998264549
0.07,2.15,0.1,2.499,-5.99165977492376
0.07,2.15,0.1,2.502,-5.96764876482345
0.07,2.15,0.1,2.505,-5.94315159089049
0.07,2.15,0.1,2.508,-5.918192567592
0.07,2.15,0.1,2.511,-5.89279565516689
0.07,2.15,0.1,2.514,-5.86698443211335
0.07,2.15,0.1,2.517,-5.84078207025575
0.07,2.15,0.1,2.52,-5.81421131232363
0.07,2.15,0.1,2.523,-5.7872944519661
0.07,2.15,0.1,2.526,-5.76005331611816
0.07,2.15,0.1,2.529,-5.73250924962895
0.07,2.15,0.1,2.532,-5.7046831020569
0.07,2.15,0.1,2.535,-5.67659521653296
0.07,2.15,0.1,2.538,-5.64826542059038
0.07,2.15,0.1,2.541,-5.61971301885714
0.07,2.15,0.1,2.544,-5.59095678750677
0.07,2.15,0.1,2.547,-5.56201497036238
0.07,2.15,0.1,2.55,-5.53290527654961
0.07,2.15,0.1,2.553,-5.50364487959538
0.07,2.15,0.1,2.556,-5.47425041787052
0.07,2.15,0.1,2.559,-5.44473799627694
0.07,2.15,0.1,2.562,-5.41512318908248
0.07,2.15,0.1,2.565,-5.38542104380923
0.07,2.15,0.1,2.568,-5.3556460860846
0.07,2.15,0.1,2.571,-5.32581232536775
0.07,2.15,0.1,2.574,-5.29593326146763
0.07,2.15,0.1,2.577,-5.26602189177233
0.07,2.15,0.1,2.58,-5.23609071911393
0.07,2.15,0.1,2.583,-5.2061517601963
0.07,2.15,0.1,2.586,-5.17621655451744
0.07,2.15,0.1,2.589,-5.14629617372209
0.07,2.15,0.1,2.592,-5.1164012313237
0.07,2.15,0.1,2.595,-5.08654189273926
0.07,2.15,0.1,2.598,-5.05672788558369
0.07,2.15,0.1,2.601,-5.02696851017453
0.07,2.15,0.1,2.604,-4.99727265020084
0.07,2.15,0.1,2.607,-4.96764878351412
0.07,2.15,0.1,2.61,-4.93810499300171
0.07,2.15,0.1,2.613,-4.90864897750685
0.07,2.15,0.1,2.616,-4.87928806276234
0.07,2.15,0.1,2.619,-4.85002921230749
0.07,2.15,0.1,2.622,-4.82087903836107
0.07,2.15,0.1,2.625,-4.79184381262536
0.07,2.15,0.1,2.628,-4.7629294769988
0.07,2.15,0.1,2.631,-4.73414165417717
0.07,2.15,0.1,2.634,-4.70548565812535
0.07,2.15,0.1,2.637,-4.67696650440367
0.07,2.15,0.1,2.64,-4.64858892033479
0.07,2.15,0.1,2.643,-4.62035735499881
0.07,2.15,0.1,2.646,-4.59227598904603
0.07,2.15,0.1,2.649,-4.56434874431804
0.07,2.15,0.1,2.652,-4.53657929326968
0.07,2.15,0.1,2.655,-4.50897106818509
0.07,2.15,0.1,2.658,-4.481527270183
0.07,2.15,0.1,2.661,-4.4542508780068
0.07,2.15,0.1,2.664,-4.42714465659643
0.07,2.15,0.1,2.667,-4.40021116543986
